"persid";"apellido1";"apellido2";"nombre";"municipio";"fechanac";"horasextra"
"24a848c0d";"PONCE";"CAO";"MIREN ITXASO";"03122";"1988-01-01";659
"24c21cc34";"PEÑA";"CAPDEPON";"ANA SILVIA LUCIA";"03122";"1988-01-13";973
"24cbdb621";"FRIAS";"CARBO";"MARGARITA";"03122";"1988-04-07";22
"252b1f287";"SOTO";"CARBONELL";"MIGUEL ANGEL";"03122";"1989-02-16";28
"25347a990";"MARTINEZ";"CARBONELL";"ASCENSIÓN JUANA";"03122";"1989-02-25";980
"255e0fb6c";".";"CARBONELL";"BENOIT";"03122";"1989-03-28";413
"255ed4cd5";"GIL";"CARBONELL";"FRANCISCO";"03122";"1989-03-31";527
"2560d2a0c";"MOHINELO";"CARDONA";"MARIA CRISTINA";"03122";"1989-10-22";352
"25dd11cdf";"NADAL";"CARPENA";"JESUS";"03122";"1989-11-29";303
"25ee3cb8b";"ARROYO";"CARPENA";"MARIA DOLORES";"03122";"1990-04-03";873
"2637691dd";"PALAZON";"CARPETANO";"SANTIAGO";"03122";"1990-05-08";613
"265e8642f";"BONILLO";"CARRASCO";"ELENA";"03122";"1990-11-22";971
"267656876";"MUÑOZ";"CARRASCO";"MARIA JOSE";"03122";"1990-12-02";428
"269a7cdf1";"RIVAS";"CARRASCO";"SERGIO";"03122";"1970-08-27";115
"26a22d826";"CHUANG";"CARRATALA";"YENHUEI";"03122";"1970-08-30";533
"26c09bf0e";"RICO";"CARREÑO";"MARIA  DOLORES";"03122";"1970-12-12";796
"2753f3d3a";"ESPINOSA";"CARRERAS";"ROSA MARIA";"03122";"1971-02-28";95
"278e3b42d";"ALONSO";"CARRERES";"ANTONIO JOSE";"03122";"1971-08-15";226
"27a019903";"LOPEZ";"CARRILLO";"MARIA CATALINA";"03122";"1971-09-05";701
"27abfcf68";"PEREZ";"CARRILLO";"ELIA";"03122";"1972-06-01";47
"27cd88d63";"TRIVES";"CARRILLO";"MARIA LUISA";"03122";"1972-06-15";666
"27e20d0dc";"BROTONS";"CARRION";"ERNESTO";"03122";"1973-01-30";285
"2803162cb";"IBAÑEZ";"CARUANA";"MARIA MAGDALENA";"03122";"1973-03-04";23
"283a61412";"AMOROS";"CARVALHO";"SANTIAGO";"03122";"1973-03-30";856
"284109997";"PEREZ";"CARVALHO";"ANA";"03122";"1973-04-04";78
"287b833d3";"GARCIA";"CASADO";"LUIS";"03122";"1973-05-12";681
"289aa91e7";"POLO";"CASADO";"MANUEL";"03122";"1973-05-18";637
"28a8ba7ec";"MONTENEGRO";"CASARRUBIOS";"ASUNCION";"03122";"1973-07-03";595
"28cdb3e75";"PENALVA";"CASAS";"RAFAEL";"03122";"1973-08-04";369
"290b11e00";"LOPEZ";"CASAS";"ALEJANDRA";"03122";"1973-08-17";621
"290f15180";"GALVAÑ";"CASCALES";"ROSA MARIA";"03122";"1973-10-27";63
"291ea6403";"FENOLL";"CASELLES";"MARIA JESUS";"03122";"1974-04-13";27
"29691bad8";"SANTO";"CASES";"MATILDE";"03122";"1974-05-12";593
"29986d5c0";"BELTRAN";"CASES";"LAURA";"03122";"1974-06-03";85
"29c0fad80";"ESTEVE";"CASTEJON";"JOSE MANUEL";"03122";"1974-07-15";56
"29f8fb0f5";"PASTOR";"CASTELLO";"ENRIC";"03122";"1974-10-12";573
"2a02f1657";"ALARCON";"CASTELLO";"PEDRO";"03122";"1974-10-19";498
"2a0932d25";"MAS";"CASTILLEJO";"ANDREU";"03122";"1974-11-05";584
"2a3230f51";"MARTINEZ";"CASTRO";"JOSEFA";"03122";"1975-07-25";925
"2ac4da771";"GARCIA";"CATALAN";"PILAR";"03122";"1975-07-27";802
"2aea07db8";"ANTON";"CATURLA";"ALMUDENA";"03122";"1975-10-26";456
"2af20953e";"MONTEIRO DE CASTRO";"CAVERO";"MATEUS";"03122";"1975-10-31";538
"2b71b2bb1";"GRACIA";"CEBALLOS";"CAROLINA";"03132";"1975-12-19";773
"2b74c0936";"CASTILLO";"CENCERRADO";"MARCO ANTONIO";"03098";"1976-04-27";885
"2b9a7d361";"MUÑOZ";"CENTENO";"SALVADOR";"03104";"1976-05-04";653
"2bacfb19e";"VALERA";"CERDA";"ROSA MARIA";"03098";"1976-10-02";306
"2bb1c990b";"ESPLA";"CERDAN";"JUAN JOSE";"03096";"1976-12-19";680
"2bbf1d5f5";"MUÑOZ";"CERDAN";"LEONARDO";"03103";"1977-01-07";749
"2bcd3f1b1";"ORTUÑO";"CHACON";"ANTONIO";"03009";"1977-01-29";532
"2bcdc31d2";"ANTON";"CHAVES";"JAVIER ROQUE";"03009";"1977-02-13";380
"2c321a7cb";"BAILEN";"CHAVEZ";"MARIA DEL CARMEN";"03009";"1977-05-26";797
"2c3e94904";"YOUNG";"CHEN";"LORRAINE JOANNA";"03009";"1977-07-12";197
"2cc358127";"JIMENEZ";"CHILLON";"BENJAMIN";"03009";"1978-02-08";821
"2ccb05477";"COLOMA";"CHINCHILLA";"JOAN JOSEP";"03009";"1978-03-13";53
"2ccdaf9b3";"TERUEL";"CHINER";"NURIA OLGA";"03009";"1978-07-03";743
"2cd93c2e3";"COLOMA";"CHOCOMELI";"JAVIER ANTONIO";"03009";"1978-11-03";501
"2cdc86b5a";"VALIENTE";"CHOFRE";"LUIS";"03009";"1979-03-16";691
"2d10a39ad";"MARTINEZ";"CHOFRE";"MANUEL";"03009";"1979-06-30";338
"2d7646a82";"SUAREZ";"CHOU";"MARIA LINA";"03009";"1979-07-22";870
"2d7c85f69";"PEREZ";"CIFUENTES";"JUAN MIGUEL";"03009";"1979-07-28";311
"2d84584e3";"AGULLO";"CINTAS";"JOSEFA ADORACION";"03009";"1979-11-14";401
"2d9c8a8d0";"MUÑOZ";"CLAVER";"MARIA";"03009";"1980-03-31";897
"2da7ad3de";"MARTINEZ";"CLAVER";"FRANCISCO";"03009";"1980-04-09";905
"2dadbb3ff";"CALATRAVA";"CLEMENT";"CRISTINA";"03009";"1980-09-09";487
"2dca67a06";".";"CLEMENT";"PATRICK STÉPHANE";"03009";"1981-01-09";953
"2e1cd5699";"BERTOMEU";"CLIMENT";"VICTOR MANUEL";"03009";"1981-03-03";477
"2e22c996e";"PASTOR";"COBELA";"MARIA DOLORES";"03009";"1981-06-10";986
"2e333fb43";"SAIZ";"COLOM";"VANESA";"03009";"1981-09-28";536
"2e3db4162";"AROSTEGUI";"COLOMA";"GERARDO";"03121";"1981-12-04";402
"2e40932a1";"ANTON";"COMES";"MARIA LUISA";"03121";"1982-03-25";788
"2e4a7b81e";"BRIONES";"COMPANY";"JOSE FRANCISCO";"03121";"1982-11-20";993
"2e6dd9214";"SORIANO";"COMPANY";"ROSA";"03121";"1982-11-27";941
"2e93f325a";"OSES";"COMPAÑ";"ANA";"03121";"1983-03-17";560
"2eb5c3d3e";"GRAS";"CONCA";"RODOLFO";"03121";"1983-11-23";877
"2f0c1656a";"GOMEZ";"CONDE";"MARIA BELEN";"03121";"1984-04-18";594
"2f10546ff";"TORNERO";"CONDES";"JUAN ANTONIO";"03121";"1984-06-23";866
"2f1593fa1";".";"CONESA";"LARA";"03121";"1984-07-23";556
"2f2cfd109";"CAÑETE";"CONGOST";"LAURA";"03121";"1984-08-06";342
"2f41e714f";"ROBLES";"CONSUEGRA";"JESSICA GRACIA";"03088";"1985-01-30";397
"2f441dfbe";"VICENTE";"CONTRERAS";"SONIA";"03053";"1985-03-20";937
"2f62aca85";"MOLINA";"CONTRERAS";"ESTHER MARIA";"03014";"1985-07-15";139
"2f779b774";"MOLLA";"CORACHAN";"REMEDIOS";"03014";"1985-09-03";595
"2f78f05de";"JAVALOYES";"CORBALAN";"DANIEL";"03014";"1985-10-11";601
"2f99df22c";"COVES";"CORCOLES";"LOURDES";"03014";"1985-11-19";960
"2fab8cabb";"CASTELLO";"CORTES";"JOSE ANTONIO";"03014";"1985-12-21";648
"2fe33ec50";"LOPEZ";"CORTES";"EMILIO";"03014";"1986-03-09";344
"2ff5dac34";"CANET";"CORTES";"PEDRO FERNANDO";"03014";"1986-11-24";460
"300f0b00a";"BERNAL";"COSTA";"ANTONIA MARIA";"03014";"1986-12-29";338
"301433556";"CARRILLO";"COSTILLAS";"MARIA DEL CARMEN";"03014";"1987-01-05";683
"303bb14b8";"ROMERO";"COVA";"MARIA AURORA";"03014";"1987-03-25";329
"30b1840e1";"MIRALLES";"COVES";"ANTONI";"03014";"1987-06-06";650
"30bc6bc3b";"BOTEBOL";"CRENES";"ESPERANZA";"03014";"1987-10-01";84
"30d171898";"MENASANCH";"CRESPO";"BELEN";"03014";"1988-01-05";226
"30d4bb1f8";"FERNANDEZ";"CRESPO";"DANIEL";"03014";"1988-02-28";554
"30dfc7550";"ROMERO";"CRISTOBAL";"MIGUEL";"03014";"1988-05-02";571
"30f7f59e4";"CERREJON";"CRISTOBAL";"DIANA";"03014";"1988-08-18";179
"3105f65b4";"EGEA";"CRUAÑES";"ELENA";"03014";"1988-10-16";31
"31bfd4d4e";"MONTEAGUDO";"CRUZ";"JOSE";"03014";"1989-01-03";557
"31c8d62c2";"BOJ";"CUADRADO";"ERIKA";"03014";"1989-03-03";716
"31de2f0bd";"PLAZA";"CUADRADO";"FERNANDO MANUEL";"03014";"1989-04-08";434
"31e5ca062";"OLMO";"CUADRADO";"MARCELO ANTONIO";"03014";"1989-04-27";344
"31e9d523d";"MILLAN";"CUBO";"EMILIO";"03014";"1989-04-28";708
"31eaec7b2";"PASTOR";"CUENCA";"FRANCISCO ANTONIO";"03014";"1989-05-18";374
"32293e97a";"REQUENA";"CUENCA";"BASILIO";"03014";"1989-07-29";904
"32494e387";"GOMEZ";"CUENCA";"MARIA DOLORES";"03014";"1989-09-02";585
"3249f4bbe";"GALIANO";"CUETO";"JOSE ANGEL";"03014";"1990-04-03";769
"3254bc588";".";"CUEVAS";"MARIA ALEJANDRA";"03014";"1990-04-20";140
"32c4f5266";"ROBERT";"CUEZVA";"SILVIA";"03014";"1990-05-03";309
"3312e7510";"CLIMENT";"CUTILLAS";"JOSE CARLOS";"03014";"1990-07-21";166
"3383d30d4";"SANCHEZ";"DAVIA";"ANA";"03014";"1990-08-23";77
"33854c92f";"VAZQUEZ";"DAVO";"JOSE MIGUEL";"03014";"1990-11-24";448
"33a809139";"GONZALEZ";"DE ALFONSETI";"CLEMENTA";"03014";"1970-03-29";761
"33e0cd61d";"GIL";"DE ALFONSETI";"MARTA";"03014";"1970-08-02";679
"340a2c617";"ROBLEÑO";"DE CARDENAS";"SOLEDAD";"03014";"1970-08-30";408
"345377d46";"JAVALOYES";"DE DIEGO";"ANTONIO";"03014";"1970-11-19";409
"34903d2e3";"CANO";"DE GREGORIO";"JORGE";"03014";"1970-12-11";23
"34a161689";"ALARCON";"DE JUAN";"MARIA DEL MAR";"03014";"1971-02-22";868
"34a4c6034";"PEREZ";"DE JUAN";"MARIA JOSE";"03014";"1971-07-31";748
"34fb19a7c";"MATAIX";"DE JUAN";"JORGE";"03014";"1971-10-16";706
"35107ec67";"RICHART";"DE JUAN";"JULIAN";"03014";"1971-11-28";197
"351c18d64";"GONZALEZ";"DE LA CUESTA";"NATALIA";"03014";"1972-01-02";790
"3531d491b";"GOMEZ";"DE LA OSSA";"CARMEN";"03014";"1972-03-07";423
"3557f115d";"MERINO";"DE LA TORRE";"JUAN JOSE";"03014";"1972-07-23";952
"357957c0f";"ROMERO";"DE LA TORRE";"MARIA ENCARNACION";"03014";"1972-07-24";361
"35795b11e";"TORTOSA";"DE LA TORRE";"EMILIO JOSE";"03014";"1972-10-01";602
"35b276ad6";"LOPEZ";"DE LA VEGA";"MARIA ROSA";"03014";"1972-10-04";984
"35b8e3f7a";"FERRER";"DE VES";"ENRIQUE MIGUEL";"03014";"1973-02-13";918
"35c7c8161";"CAMARA";"DEL CASTILLO";"DULCINEA";"03014";"1973-03-18";317
"35de4f155";"CRIADO";"DEL RIO";"MARIA CARMEN";"03014";"1973-06-22";261
"35f7aa1f0";"HERRAEZ";"DELGADO";"JUAN  MIGUEL";"03014";"1973-07-11";25
"367429fa3";"HERNANDEZ";"DELGADO";"JOAQUIN";"03014";"1973-09-20";791
"3674853e7";"GALIANA";"DELICADO";"MARIA CONCEPCION";"03014";"1973-10-23";165
"36c556420";"FERRANDIZ";"DESANTES";"MARIA SOLEDAD";"03014";"1973-11-17";610
"37077cc23";"PORTILLO";"DIANA";"SAMUEL";"03014";"1973-11-23";759
"3725d8378";"BOTELLA";"DIAZ";"ANA MARIA";"03014";"1974-08-14";935
"3728c80d9";"QUIRANT";"DIAZ";"MARIA TERESA";"03014";"1974-12-11";751
"3776a8b6f";"GARCIA";"DIAZ";"FRANCISCO JOSE";"03014";"1975-02-19";67
"37b309523";"BAEZA";"DIAZ";"ESTHER";"03014";"1975-06-04";100
"37bad295a";"LOPEZ";"DIAZ-JIMENEZ";"VIRGILIO ANTONIO";"03014";"1975-07-02";828
"3800fc54c";"FRUCTUOSO";"DIEZ";"M. LUISA";"03014";"1975-07-28";516
"38251c1d1";"ANTON";"DIEZ";"SILVIA";"03014";"1975-09-09";862
"38309e007";"LLORET";"DIEZ";"CRISTINA";"03014";"1976-04-11";506
"38338e6b7";"SIRVENT";"DIEZ";"RAFAEL";"03014";"1976-05-05";925
"383e2368f";"GARCIA";"DIONISIO";"LUISA A.";"03014";"1976-07-30";271
"384370585";"SIRVENT";"DISANTE";"LORENA";"03014";"1976-09-12";529
"3846f4683";"CONTRERAS";"DOMENECH";"ALEJANDRO";"03014";"1976-10-06";792
"38966ee98";"JIMENEZ";"DOMENECH";"JAVIER";"03014";"1976-11-28";18
"38a54033a";"FEBRER";"DOMENECH";"BEGOÑA MARIA";"03014";"1977-04-01";235
"38a94a72c";"PEREZ";"DOMENECH";"ROSARIO ENCARNACION";"03014";"1977-10-05";989
"38cc5a82c";"HALTER";"DOMENECH";"JESUS";"03014";"1978-03-04";416
"38dc37b4b";"PARRON";"DOMENECH";"PILAR";"03014";"1978-09-20";24
"3935a9138";"RODRIGUEZ";"DOMINGO";"ROCIO";"03014";"1978-12-15";412
"3944ff160";"RODRIGUEZ";"DOMINGUEZ";"FRANCISCO JAVIER";"03014";"1979-11-30";386
"39585b301";"JAEN";"DONATE";"DIEGO MIGUEL";"03014";"1980-01-18";14
"395b6a5e6";"SABATER";"DONOSO";"M. ISABEL";"03014";"1980-02-10";351
"398cd25b1";"FUENTES";"DOS SANTOS";"FRANCISCO";"03053";"1980-03-13";303
"39b44b373";"MEGIAS";"DRIHA";"ROSA MARIA";"03076";"1980-04-09";332
"39b92a288";"ARRILLAGA";"DURA";"MARIA INMACULADA CONCEPCION";"46069";"1981-04-16";769
"3a264aa99";"VILLORA";"DURO";"JUAN CARLOS";"03064";"1981-11-19";565
"3a662a659";"CERVANTES";"EGEA";"JESUS JAVIER";"03049";"1982-02-02";357
"3a691b06b";"BALTANAS";"EL KADDOURI";"MARIA CATALINA";"46210";"1982-03-21";559
"3acfbe772";"LOZANO";"ELULL";"JOSE LUIS";"03070";"1982-04-11";730
"3ae0641ee";"PINA";"ESCABIAS";"FRANCISCO JAVIER";"03049";"1982-09-10";968
"3b123e33c";"LOPEZ";"ESCANDELL";"ANTONIO";"03033";"1982-12-03";318
"3b16377e0";"SANZ";"ESCARRE";"JUAN FRANCISCO";"03022";"1983-09-29";718
"3b50e3503";"MORENO";"ESCARTIN";"AURORA";"03124";"1983-11-09";386
"3b858e0d0";"ALCARAZ";"ESCLAPEZ";"BEGOÑA";"46072";"1983-11-22";765
"3b9798451";"CARBONELL";"ESCOBAR";"SALVADOR";"03043";"1984-03-19";546
"3ba6e7f60";"ESPINOS";"ESCOLANO";"MIGUEL";"03106";"1984-04-25";902
"3bde60873";".";"ESCOLANO";"YANINA FERNANDA";"03078";"1984-06-05";627
"3bf49e698";"GONZALEZ";"ESCRIBANO";"JORGE";"03010";"1984-07-02";51
"3bf4b6d2f";"BARRIOS";"ESCRIBANO";"FELIX GABRIEL";"03070";"1984-07-20";826
"3bf4c148c";"PAREDES";"ESCRIVA";"RAFAEL";"03084";"1984-08-12";899
"3c009f95c";"LORCA";"ESCUDERO";"JOSE RAMON";"03089";"1984-08-22";581
"3c2980755";"PARDIÑAS";"ESCUDERO";"AGUEDA";"46221";"1984-08-25";618
"3c3918eaa";"RIOS";"ESPARCIA";"MARY LUZ";"03003";"1984-10-14";917
"3c78d215e";"RISQUEZ";"ESPINAR";"JUAN ANTONIO";"03114";"1984-11-04";816
"3c954d922";"ROSELLO";"ESPINOS";"JORGE";"03106";"1984-11-29";607
"3ca1158b4";"CONTRERAS";"ESPINOSA";"JULIO";"03109";"1985-02-10";333
"3cc41ba89";"PASTOR";"ESPINOSA";"MARIA ANGELES";"03073";"1985-02-18";840
"3ce4dac6f";"GIL";"ESPINOSA";"CARLOS V.";"03057";"1985-02-21";18
"3cebad1b6";"MIGUEL";"ESPLA";"FRANCISCO J.";"03030";"1985-02-23";702
"3d1b9b713";"PONS";"ESPUCH";"JOSE VICENTE";"03071";"1985-04-30";226
"3d288316f";"ORTS";"ESQUEMBRE";"CARLES";"46055";"1985-07-27";32
"3d47dc6c6";"GRAÑON";"ESQUEMBRE";"MERCEDES";"46253";"1985-08-03";52
"3d512ff5c";"MATURANA";"ESQUEMBRE";"ANTONIO JUAN";"46127";"1985-09-01";529
"3d6d98984";"HIERRO";"ESQUIVA";"ROSA";"03135";"1985-10-18";364
"3d8cf6efc";"KUZNETSOVA";"ESTEBAN";"NATALIA";"03091";"1985-11-01";822
"3d9f18cd9";"SUAREZ";"ESTEBAN";"JOSE ANTONIO";"03902";"1985-12-24";722
"3db7dcd0f";"ALVAREZ";"ESTEVE";"ALICIA";"46251";"1986-01-28";381
"3de11d979";"MORA";"ESTEVE";"ASCENSION";"46104";"1986-04-28";825
"3dff6543a";"ABARCA";"ESTRADA";"MARIA DEL MAR";"46255";"1986-06-17";689
"3e1310a46";"PICO";"EZQUERRA";"JOSE EDUARDO";"46039";"1986-11-21";699
"3e1ce2ea7";"MONLLOR";"FABREGAT";"JORGE";"46066";"1987-02-01";489
"3e1ee427b";"LIFANTE";"FAJARDO";"ALBERTO";"03018";"1987-03-01";407
"3e3df22e7";"REY";"FAJARDO";"JAVIER";"03018";"1987-03-11";84
"3e54c139b";"SELVA";"FALCO";"CRISTINA";"03018";"1987-04-13";254
"3e913c48e";"CASCALES";"FELIU";"ROSARIO I.";"03018";"1987-08-01";953
"3eb0ee47f";"PINA";"FENOSA";"MARIA LUISA";"03018";"1987-12-18";882
"3ef8ae050";"CARRION";"FERNANDEZ";"LOURDES";"03018";"1988-10-06";3
"3efba9154";"BARRERA";"FERNANDEZ";"MARIA JOSEFA";"03018";"1989-04-10";813
"3f0ec2e7d";"MACIA";"FERNANDEZ";"NATIVIDAD";"03018";"1990-02-01";780
"3f947a37b";"SELVA";"FERNANDEZ";"JOSEFA";"03018";"1990-08-05";584
"3fa60b6f1";"MATEOS";"FERNANDEZ";"MANUELA";"03018";"1990-12-20";697
"3fde5a78b";"HERREROS";"FERNANDEZ";"MARIA ELISA";"46118";"1970-03-29";400
"4005fdcf9";"CARBONELL";"FERNANDEZ";"MARIA VIOLETA";"03137";"1970-08-02";36
"4010b944e";"GARCIA";"FERNANDEZ";"ASCENSION";"46081";"1970-08-30";29
"40284aa71";"FRUCTUOSO";"FERNANDEZ";"JOAQUIN JUAN";"03091";"1970-11-19";240
"4035e2878";"VALDEZ";"FERNANDEZ";"MARIELOS";"03047";"1971-02-22";731
"40719e857";"BENITO";"FERNANDEZ";"ISRAEL";"03047";"1971-07-31";466
"4086e66e1";"ROLDAN";"FERNANDEZ";"TOMAS";"03047";"1971-10-16";87
"409bb2f8f";"QUILES";"FERNANDEZ";"ANGELA";"03047";"1971-11-28";784
"40bc8be52";"HERNANDEZ";"FERNANDEZ";"JAVIER";"03047";"1971-12-11";996
"40d3e7625";"AVILES";"FERNANDEZ";"JOSE MARIA";"03047";"1972-01-02";452
"412a81c33";"CARBONELL";"FERNANDEZ";"M. PILAR";"03047";"1972-03-07";605
"41410c8eb";"SANCHEZ";"FERNANDEZ";"RAUL";"03047";"1972-07-23";89
"41764f3d3";"BLANES";"FERNANDEZ";"JAUME";"03047";"1972-10-01";987
"41a1a9117";"ANSUATEGUI";"FERNANDEZ";"MARIA CRISTINA";"03047";"1972-10-04";915
"41b9008ad";"CLIMENT";"FERNANDEZ";"M. TERESA";"03100";"1973-02-13";863
"41e7fca56";"MORA";"FERNANDEZ";"JULIO MARCELO";"46236";"1973-03-18";685
"41ffec4a8";"VITORIA";"FERNANDEZ";"ROSA MARIA";"46154";"1973-05-02";403
"4225fc2f3";"SANCHO";"FERNANDEZ";"CARLOS";"46253";"1973-06-22";269
"425c5b2ff";".";"FERNANDEZ";"ALAIN";"46057";"1973-07-11";769
"427783fcb";"PONS";"FERNANDEZ";"LUIS FERNANDO";"46033";"1973-09-20";658
"42c0c6d0f";"HARTMANN";"FERNÁNDEZ";"NICOLAS MARIA";"30010";"1973-10-23";221
"42c655566";"VIEJO";"FERRANDEZ";"CARMEN ROSA";"46251";"1973-11-23";539
"42d4926fa";"LUCAS";"FERRANDEZ";"SARA";"03047";"1974-08-14";225
"4300018d7";"SANCHEZ";"FERRANDIZ";"LUIS JAVIER";"03047";"1974-12-11";567
"4322e6071";"CODORNIU";"FERRANDIZ";"SERGIO";"03047";"1975-02-19";319
"432a333e9";"FLORES";"FERRANDIZ";"TERESA MARIA";"03047";"1975-06-04";810
"432ed8218";"SANZ";"FERRER";"JOAN";"03047";"1975-07-02";998
"43667ca7f";"LOPEZ";"FERRER";"JUDITH";"03047";"1975-07-28";15
"43685b1a1";"POMARES";"FERRER";"TEOFILO";"03047";"1975-09-09";209
"437b36c6e";"SANCHEZ";"FERRER";"MARIA BELEN";"03047";"1976-04-11";34
"43a4b8c98";"GINERES";"FERRERES";"MARIA DEL MAR";"03047";"1976-05-05";45
"43cdf87f4";"PASTOR";"FERRERO";"MARIA TERESA";"03047";"1976-07-30";449
"43d9263a6";"MORENO";"FERRI";"EDUARDO";"46011";"1976-09-12";89
"43e6152f3";"PALENCIA";"FERRI";"MARIA JULIANA";"03091";"1976-10-06";777
"44177ae64";"GOMIS";"FERRI";"JOSE MANUEL";"46035";"1976-11-28";915
"442787924";"GARCIA";"FILHOL";"SARAI";"30022";"1977-04-01";177
"443224fc9";"PARDO";"FILIPPINI";"JOSE JESUS";"46035";"1977-10-05";560
"44769b58d";"CARO";"FLOR";"JULIA";"03128";"1978-03-04";911
"447d5dba8";"VILLALOBOS";"FLORES";"CAROLINA";"03128";"1978-09-20";630
"448aa92b8";"CANDELA";"FONT";"RAFAEL M.";"03128";"1979-11-25";1000
"449c46b0b";"MARTINEZ";"FONT";"CONCEPCION";"03128";"1979-11-30";804
"44ab21909";"TOLEDO";"FONT";"CRISTINO";"03128";"1980-01-18";152
"44ff9a3b6";"PASCUAL";"FORCADA";"JERONIMO MANUEL";"30031";"1980-02-10";915
"453d2eb38";"CUARTANGO";"FORNER";"ANA I.";"30011";"1980-04-09";837
"456a318c3";"LILLO";"FORNER";"M. ELISA";"46156";"1981-04-16";317
"45aa5b157";"MARTINEZ";"FORNER";"MARIA JOSEFA";"30005";"1981-11-19";937
"45ac63f28";"BAY";"FORTUNY";"CARMEN";"30041";"1982-03-21";976
"45b5d57d8";"ALDAVE";"FOURCADE";"CARLOS";"30002";"1982-04-11";158
"45bcd8ef6";"GALIANO";"FRANCES";"ROBERTO CARLOS";"46155";"1982-09-10";360
"45ccaf6c1";"DEVIS";"FRANCES";"MARIA TERESA";"46125";"1982-12-03";515
"460425ea7";"BERENGUER";"FRANCES";"ALVARO A.";"46035";"1983-02-19";383
"462801176";"SERRALLET";"FRANCES";"PEDRO LUIS";"30018";"1983-09-29";928
"46332c608";"MIRA";"FRANCISCO";"IGNACIO";"46012";"1983-11-09";834
"4652dfc4a";"RIERA";"FRANCOU";"PEDRO JOSE";"30021";"1984-03-19";926
"4661dcb59";"SANTACRUZ";"FUENTES";"JOSEFA";"02027";"1984-04-25";849
"46689de73";"MARTINEZ";"FUENTES";"CRISTINA";"46142";"1984-06-05";402
"466e3cfde";"ABAD";"FUENTES";"LORENA";"46067";"1984-07-02";960
"4679c0a1e";"PEDREGAL";"FUENTES";"MARIA LUZ";"46169";"1984-08-12";852
"46826f596";"CASALDUERO";"FUENTES";"MARIA FRANCISCA";"46078";"1984-08-22";49
"46b96047f";"MARTINEZ";"FUSTER";"MARIA PILAR";"46136";"1984-08-25";671
"46c68463a";"MENDOZA";"FUSTER";"BEATRIZ";"46074";"1984-10-14";767
"46ca93d1c";"CONCA";"FUSTER";"JORGE";"46193";"1984-11-04";226
"46edebb48";"BERBEGAL";"GADEA";"FRANCISCO JAVIER";"46223";"1984-11-29";231
"47269e6c1";"CATALA";"GADEA";"SERGIO DAVID";"46903";"1985-02-10";677
"47ac46aa2";"CABEZA DE VACA";"GADEA";"GONZALO";"30013";"1985-02-18";857
"48473cfe4";"LOPEZ";"GALIANA";"JUAN ENRIQUE";"46163";"1985-02-21";397
"485c187bd";"GARCIA";"GALIANA";"DAVID";"46114";"1985-04-30";660
"487f266c0";"GARCIA";"GALIANO";"COVADONGA";"46249";"1985-07-27";549
"48b09a261";".";"GALIANO";"VALENTINA";"46133";"1985-08-03";591
"48b688b64";"BAEZA";"GALLARDO";"JORGE";"46024";"1985-09-01";326
"48ccc4737";"RUIZ";"GALLEGO";"ANA MARIA";"46133";"1985-10-18";385
"48e45ed32";"CALVO";"GALLEGO";"JOSE MANUEL";"46024";"1985-11-01";909
"48f0119c4";"ROMERO";"GALLEGO";"MIGUEL ANGEL";"46114";"1985-12-03";263
"491173cd0";"ARAVID";"GALLEGO";"NURIA";"46076";"1985-12-24";991
"491252f57";"PONS";"GALLEGO";"SEGISMUNDO";"02003";"1986-01-28";884
"495dc6889";"CREMADES";"GALLEGO";"JUAN";"02003";"1986-04-28";421
"496d430be";"CORREDOR";"GALLEGO";"RAFAEL";"02003";"1986-06-17";351
"498de7b7a";"TOBARRA";"GALLEGO DE LA SACRISTANA";"VICENTE ANTONIO";"02003";"1986-11-21";398
"499e2af38";"PASTOR";"GALVAÑ";"Mª NURIA";"02003";"1987-02-01";804
"49a62f412";"LAGUNA";"GANDIA";"FERNANDO";"02031";"1987-03-01";278
"49c0b3dbf";"GRAN";"GANDIA";"MARIA";"03122";"1987-03-11";232
"4a067bd21";"ARACIL";"GARAY";"BROTONS ARACIL, MANUEL";"03122";"1987-04-13";998
"4a4812d28";"PEREZ";"GARAY";"ESTANISLAO NICOLAS";"03122";"1987-08-01";203
"4a8ee5980";"ESPINOSA";"GARCIA";"SUSANA MARIA";"03122";"1987-10-05";80
"4aaa1b299";"GRAU";"GARCIA";"FRANCISCO JAVIER";"03122";"1987-12-18";400
"4ab65fdd0";"MENENDEZ";"GARCIA";"ROBERTO";"03122";"1988-10-06";163
"4ab6d60d1";"PARAMIO";"GARCIA";"MARIA DEL PILAR";"03122";"1989-04-10";975
"4b092097e";"SIRVENT";"GARCIA";"JOSE FRANCISCO";"03122";"1990-02-01";251
"4b121a0e4";"TAVERNER";"GARCIA";"JUAN";"03122";"1990-08-05";212
"4b78eec06";"VERGARA";"GARCIA";"TERESA";"03122";"1990-12-20";18
"4b9682c25";"UBEDA";"GARCIA";"SERGIO";"03122";"1970-01-04";439
"4ba877a5b";"CASTELLO";"GARCIA";"MARIA GLORIA";"03122";"1970-01-09";877
"4bc2c7ed3";"IRLES";"GARCIA";"MARIA MAGDALENA";"03122";"1970-05-05";295
"4bdb57b9c";"SOTO";"GARCIA";"FRANCISCO JAVIER";"03122";"1970-05-24";273
"4c0583458";"MONSALVE";"GARCIA";"BEGOÑA ANA";"03122";"1970-08-30";372
